122;198;36;42;46;3;9;3
123;269;11;290;24;2;6;2
124;80;95;178;35;3;18;3
125;172;71;22;15;1;46;3
126;43;55;167;36;3;20;3
127;89;93;188;31;1;14;1
128;106;95;191;11;2;20;2
129;48;78;96;40;2;19;2
130;161;37;357;16;3;7;1
131;5;78;142;17;2;43;2
132;266;98;22;37;3;11;3
133;78;72;202;20;3;11;3
134;99;39;195;31;3;31;3
135;233;22;119;44;3;24;3
136;160;19;143;39;3;43;1
137;123;13;1;35;3;39;2
138;252;82;153;9;1;45;3
139;65;49;14;45;3;18;3
140;204;34;67;26;2;5;1
141;33;41;39;5;1;28;1
142;91;22;180;5;2;12;3
143;266;37;254;12;3;36;2
144;154;40;122;8;3;27;2
145;78;23;145;41;3;36;2
146;198;22;207;47;2;23;3
147;154;46;274;28;2;8;1
148;169;91;319;25;1;29;2
149;213;86;181;13;3;38;1
150;24;99;280;47;2;17;1
151;30;73;254;27;3;47;2
152;114;3;121;37;1;6;1
153;205;60;120;33;3;16;3
154;187;20;308;11;2;39;1
155;197;75;212;22;3;13;3
156;116;98;53;46;3;19;1
157;264;78;221;36;1;37;1
158;188;57;256;30;3;43;2
159;181;19;205;12;3;14;3
160;28;48;355;47;3;5;1
161;170;98;295;47;2;13;1
162;209;56;218;18;2;15;3
163;50;21;298;42;1;35;2
164;58;20;1;12;1;39;2
165;291;26;104;44;2;32;3
166;124;50;271;35;2;25;1
167;77;5;198;20;3;10;2
168;80;55;257;38;1;33;3
169;205;82;77;44;1;15;2
170;20;32;117;3;3;11;3
171;213;81;358;47;2;6;1
172;14;10;168;1;1;10;2
173;5;31;176;47;1;20;1
174;30;81;53;9;2;22;2
175;257;26;202;18;3;12;2
176;162;55;54;34;1;29;3
177;138;48;304;12;2;20;1
178;19;80;149;12;1;17;1
179;232;25;239;31;3;10;2
180;127;15;225;39;3;7;2
181;198;27;258;13;1;44;2
182;68;96;108;5;3;12;1
183;219;91;240;23;3;13;3
184;150;82;174;32;2;22;1
185;181;24;271;1;1;21;2
186;52;88;170;23;3;15;1
187;195;88;42;32;1;39;1
188;50;43;307;16;2;16;3
189;277;100;292;8;2;36;3
190;6;81;199;38;2;14;3
191;186;8;127;14;2;49;3
192;45;98;302;1;1;21;3
193;148;18;357;13;2;13;2
194;28;17;82;8;2;34;3
195;223;94;279;17;2;29;1
196;295;78;351;5;3;28;1
197;227;88;6;44;1;20;2
198;61;62;232;44;3;50;2
199;271;98;241;47;2;37;2
200;288;61;301;28;2;10;2
201;125;83;7;29;3;31;1
202;254;38;358;47;2;10;2
203;59;15;142;20;1;40;2
204;163;64;207;39;3;11;3
205;134;61;157;19;1;5;3
206;280;15;254;29;1;19;2
207;35;42;23;12;1;42;1
208;144;58;47;36;1;12;2
209;179;65;226;18;3;31;3
210;294;66;219;18;1;49;3
211;238;50;87;5;1;24;1
212;30;29;119;16;1;31;2
213;235;90;231;19;2;6;3
214;223;83;280;32;1;11;3
215;232;57;76;9;3;30;2
216;152;86;24;32;3;20;2
217;16;33;318;38;3;22;3
218;242;5;40;42;2;48;3
219;66;50;327;33;1;50;1
220;211;80;152;45;1;25;3
221;23;82;276;44;1;44;1
222;175;97;338;42;2;25;3
223;157;3;161;41;3;41;1
224;244;99;110;17;3;39;2
225;78;85;250;41;2;40;2
226;215;97;305;40;2;28;2
227;185;64;355;16;2;39;1
228;286;45;354;27;1;41;3
229;296;15;299;16;1;27;2
230;272;3;344;16;1;37;2
231;182;28;62;45;3;47;2
232;132;6;218;13;1;49;2
233;183;42;182;5;2;19;3
234;166;79;31;1;1;13;1
235;129;19;225;8;3;37;2
236;101;79;223;9;1;41;1
237;39;40;128;6;3;33;2
238;249;97;190;39;2;19;3
239;191;33;8;36;3;37;1
240;171;20;227;14;3;32;3
241;216;21;125;6;1;41;2
242;11;44;159;7;3;25;3
243;179;31;305;30;3;44;3
244;32;12;18;5;2;31;2
245;162;68;137;32;1;15;2
246;103;64;33;16;3;41;2
247;198;75;300;26;2;16;1
248;277;76;301;26;1;7;3
249;154;88;72;40;3;26;2
250;84;11;198;40;2;38;1
251;13;50;224;18;3;27;3
252;222;75;271;26;3;28;3
253;278;42;244;36;3;44;2
254;179;28;62;27;3;39;3
255;173;6;131;11;2;7;3
256;229;92;134;23;2;36;1
257;43;92;250;40;1;43;1
258;101;98;196;16;3;49;3
259;143;32;319;11;1;22;3
260;283;60;213;46;2;40;1
261;218;88;122;39;1;18;3
262;71;3;99;26;2;40;1
263;251;29;7;12;2;8;2
264;128;95;43;38;3;22;1
265;216;83;12;10;2;43;2
266;249;6;357;17;2;11;1
267;150;46;76;24;2;16;2
268;72;53;261;43;2;13;1
269;299;44;265;9;1;45;1
270;245;49;146;10;1;47;2
271;139;2;63;44;1;47;1
272;130;3;266;35;2;10;1
273;249;6;151;14;3;40;3
274;189;3;127;3;3;29;1
275;14;9;175;39;2;12;3
276;32;12;128;15;3;24;2
277;33;75;229;41;3;29;3
278;74;44;31;8;2;22;2
279;119;60;150;2;3;7;2
280;48;54;269;46;2;16;2
281;272;85;193;21;2;39;1
282;185;20;60;1;1;44;2
283;37;53;63;45;2;7;3
284;197;9;252;26;3;26;3
285;76;67;292;24;3;6;1
286;105;49;1;26;3;28;3
287;35;74;210;31;2;6;1
288;22;5;279;10;3;40;1
289;113;79;200;15;3;31;2
290;144;49;214;15;3;8;1
291;253;29;221;11;2;16;2
292;279;25;318;40;3;25;3
293;224;4;290;35;3;11;1
294;130;92;48;33;1;7;3
295;190;43;221;17;3;46;2
296;156;76;279;4;1;10;1
297;195;24;127;6;2;23;3
298;175;50;228;29;2;17;1
299;247;30;336;4;2;10;2
300;213;98;5;22;2;37;1
301;55;20;40;37;3;14;2
302;284;47;181;10;2;46;1
303;220;13;79;40;2;31;3
304;26;56;119;40;2;9;2
305;266;56;28;32;1;38;3
306;278;63;334;21;1;8;2
307;248;58;335;3;2;40;1
308;268;36;112;13;2;17;2
309;108;45;238;20;2;11;3
310;61;29;162;39;2;46;3
311;171;31;132;33;3;17;1
312;155;62;19;26;1;17;3
313;185;15;364;13;1;13;1
314;34;27;9;16;2;8;2
315;235;13;248;44;2;40;3
316;143;75;58;46;1;33;3
317;13;15;183;10;2;18;2
318;47;85;194;23;3;20;3
319;170;24;188;24;3;11;3
320;61;60;366;36;2;34;2
321;43;28;248;11;3;35;3
322;132;6;137;8;3;46;3
323;21;23;4;19;1;48;2
324;11;5;154;38;1;34;1
325;158;82;365;7;1;33;1
326;73;3;336;20;2;11;3
327;189;19;285;18;1;38;3
328;66;34;60;40;1;30;1
329;228;79;179;26;3;13;1
330;297;15;237;28;2;18;3
331;42;90;257;40;1;18;1
332;249;41;242;45;2;7;1
333;9;87;51;16;3;31;3
334;86;18;132;15;3;12;3
335;193;86;295;32;3;39;1
336;281;17;18;37;3;48;3
337;241;52;144;2;3;15;3
338;254;65;307;18;3;43;2
339;134;86;215;26;1;47;3
340;125;58;186;21;3;11;2
341;261;31;106;24;1;24;1
342;139;27;278;22;3;6;2
343;102;16;181;7;1;36;1
344;57;79;107;34;3;5;1
345;146;63;23;24;1;34;2
346;97;100;297;47;3;31;2
347;205;64;160;9;2;50;1
348;259;82;21;24;1;33;3
349;146;14;72;8;1;15;1
350;100;13;94;7;2;50;1
351;126;29;204;12;1;37;1
352;2;63;126;37;1;6;2
353;174;68;114;29;3;9;2
354;83;50;160;7;2;24;2
355;99;11;234;30;3;42;1
356;157;32;122;29;1;6;1
357;73;61;122;36;3;22;2
358;279;70;335;42;2;19;2
359;6;14;311;44;3;21;1
360;274;92;80;36;3;33;1
361;259;57;306;31;2;17;3
362;147;86;112;17;3;21;3
363;158;25;263;3;1;5;1
364;102;21;302;7;2;20;2
365;22;33;196;22;2;35;2
366;276;39;347;45;3;44;1
367;146;98;199;29;2;31;1
368;235;15;112;7;3;14;2
369;131;21;96;3;1;16;2
370;27;82;361;32;3;29;1
371;76;32;235;17;1;32;2
372;224;16;25;20;1;43;3
373;276;9;354;44;3;45;3
374;242;49;188;34;1;13;1
375;136;53;35;26;3;34;1
376;77;23;87;38;1;48;1
377;240;12;190;36;3;44;2
378;21;86;309;23;3;6;3
379;243;21;350;43;1;20;1
380;37;52;115;22;1;24;1
381;293;61;144;39;3;7;2
382;68;62;26;10;1;27;3
383;75;23;13;19;3;10;2
384;218;13;306;12;3;38;2
385;233;74;185;16;1;19;2
386;246;91;163;10;1;32;2
387;188;24;269;30;2;5;3
388;237;100;83;10;3;9;3
389;233;2;277;3;1;16;3
390;84;28;110;37;1;31;1
391;177;94;209;14;1;9;1
392;264;15;36;18;2;43;2
393;69;62;33;47;3;31;3
394;235;20;180;12;1;10;1
395;114;20;120;16;1;39;1
396;184;92;252;19;2;46;2
397;19;15;30;47;3;39;2
398;282;40;217;31;3;22;3
399;186;86;363;1;1;15;3
400;244;67;97;41;2;27;1
401;184;35;149;18;2;11;2
402;34;10;126;45;2;43;2
403;123;70;339;16;1;30;2
404;34;11;223;44;1;5;3
405;147;73;249;15;1;12;2
406;155;5;29;37;1;23;1
407;68;85;329;33;3;48;1
408;208;53;344;4;1;10;1
409;91;39;177;6;2;27;1
410;131;6;36;23;3;28;1
411;143;85;349;29;2;37;1
412;58;21;317;38;3;19;2
413;32;26;244;42;3;36;3
414;56;13;94;21;3;7;2
415;211;94;87;26;2;42;1
416;298;96;102;28;3;34;3
417;233;66;54;15;3;9;3
418;198;65;80;3;3;20;2
419;240;28;92;45;2;23;3
420;114;66;86;30;3;12;2
421;213;83;296;11;1;13;3
422;176;14;52;12;1;34;1
423;209;31;58;11;3;43;3
424;86;5;84;6;3;17;3
425;172;94;104;31;1;48;3
426;254;54;273;43;3;34;3
427;128;40;35;28;3;19;2
428;198;24;164;37;1;26;3
429;284;63;239;45;3;41;1
430;140;2;7;43;2;16;2
431;146;43;242;13;2;43;3
432;182;78;315;14;2;24;1
433;28;10;140;28;1;34;1
434;42;72;19;26;1;22;3
435;275;5;364;10;3;19;1
436;263;9;101;41;3;12;3
437;80;38;2;42;1;7;3
438;121;9;263;17;2;29;1
439;168;63;33;45;2;48;1
440;110;66;259;32;3;12;1
441;56;15;148;5;2;8;3
442;235;61;65;2;1;32;1
443;98;39;125;7;3;15;3
444;199;39;246;7;1;49;3
445;204;48;249;10;2;31;1
446;177;98;177;30;2;8;3
447;155;91;146;20;3;12;3
448;251;87;86;27;1;38;3
449;173;7;349;15;3;35;3
450;46;32;261;11;3;28;2
451;151;19;309;43;2;34;3
452;292;55;1;6;3;22;3
453;100;6;221;6;3;18;2
454;199;67;146;1;1;44;3
455;84;7;100;8;2;45;2
456;59;3;115;16;1;34;1
457;21;48;285;5;2;11;3
458;273;1;90;9;3;25;3
459;218;34;289;4;2;36;1
460;42;98;119;44;1;8;3
461;261;76;73;26;1;21;1
462;186;59;127;12;2;16;2
463;181;21;7;40;1;31;1
464;40;43;291;8;3;42;2
465;182;10;207;13;2;47;1
466;49;20;141;29;3;39;1
467;180;75;38;23;3;12;3
468;161;39;263;12;3;31;2
469;192;39;37;30;3;27;2
470;235;75;213;31;1;6;1
471;278;49;114;11;3;30;3
472;9;97;47;27;3;18;3
473;31;10;19;32;3;6;3
474;217;24;122;17;3;18;2
475;98;47;88;32;2;20;1
476;228;71;257;34;1;18;3
477;210;36;62;41;1;45;2
478;245;1;300;24;3;13;3
479;149;18;261;35;2;34;2
480;200;51;16;18;3;6;1
481;38;9;172;8;2;31;3
482;127;82;8;45;1;45;2
483;70;27;317;35;3;11;1
484;118;52;254;45;3;37;2
485;191;91;307;14;2;43;1
486;251;28;334;14;1;21;2
487;255;10;12;4;1;11;2
488;166;89;114;10;3;11;2
489;102;14;97;15;2;38;1
490;144;48;297;11;2;29;2
491;198;35;139;20;3;14;2
492;105;10;198;8;2;9;1
493;57;24;272;12;3;35;2
494;166;94;31;8;2;19;3
495;172;30;177;13;2;35;1
496;226;47;196;28;2;26;1
497;247;43;60;42;3;27;3
498;280;29;279;2;3;27;2
499;34;52;78;25;1;11;3
500;223;94;41;10;2;24;2
501;210;33;256;10;2;28;2
502;148;19;262;19;3;11;2
503;114;9;241;2;2;9;3
504;97;22;15;34;3;19;1
505;47;84;196;13;3;36;1
506;44;49;167;1;1;7;2
507;233;59;356;33;1;37;3
508;104;94;348;19;1;31;1
509;110;68;349;8;2;24;3
510;82;56;262;42;3;13;1
511;158;39;119;17;1;36;3
512;88;42;294;28;3;35;2
513;98;26;25;28;2;42;3
514;108;29;140;13;1;16;3
515;92;14;141;21;2;9;1
516;182;9;363;31;3;48;1
517;94;78;287;1;2;13;2
518;285;38;158;39;1;47;2
519;151;36;3;23;1;5;1
520;61;85;164;40;1;35;1
521;140;77;277;32;3;18;1
522;97;61;330;22;1;20;2
523;282;56;16;23;2;24;1
524;66;71;128;21;1;15;3
525;139;45;144;32;1;31;1
526;126;43;48;12;1;34;2
527;19;35;154;10;3;18;3
528;65;63;114;5;1;18;3
529;114;61;79;44;3;18;1
530;293;3;269;24;1;8;1
531;281;39;360;24;2;9;1
532;81;33;53;4;2;34;1
533;74;95;41;47;2;20;3
534;265;59;20;39;2;38;3
535;167;18;248;22;2;29;1
536;237;55;204;43;1;30;2
537;269;98;103;37;1;16;2
538;59;65;26;36;1;40;3
539;91;4;24;2;2;17;2
540;279;2;152;34;3;26;2
541;28;96;337;28;3;32;2
542;113;50;7;28;1;8;2
543;172;76;121;9;2;38;2
544;273;1;138;8;1;43;3
545;11;60;347;12;1;40;2
546;184;15;65;47;1;19;1
547;260;77;58;41;1;26;2
548;215;39;33;39;2;39;1
549;227;30;108;14;3;44;2
550;110;40;212;41;2;9;2
551;273;90;83;24;2;22;3
552;262;47;81;13;1;30;1
553;294;19;221;4;2;12;3
554;141;83;226;25;3;39;2
555;183;95;57;27;2;13;1
556;100;6;3;17;3;27;2
557;135;50;121;31;2;31;3
558;120;95;284;3;3;31;3
559;250;62;60;17;1;36;3
560;199;52;45;29;2;17;3
561;256;63;215;37;3;33;3
562;173;71;3;20;3;48;1
563;114;74;287;22;1;32;1
564;16;77;6;13;2;6;3
565;232;22;84;4;1;19;3
566;247;13;155;33;3;24;3
567;199;61;135;9;1;15;3
568;256;49;22;39;2;5;3
569;101;3;18;25;3;42;1
570;89;75;129;32;1;44;2
571;259;98;91;42;1;16;2
572;197;1;43;39;3;44;3
573;146;39;18;38;3;27;3
574;168;21;351;21;1;10;3
575;204;6;286;11;1;18;3
576;31;61;146;22;2;42;1
577;19;57;50;38;1;13;2
578;182;8;336;32;2;39;2
579;266;42;241;33;2;48;1
580;290;22;256;12;3;30;2
581;22;26;291;37;2;29;2
582;287;79;321;8;3;7;2
583;96;84;58;41;1;35;3
584;57;74;144;17;1;42;3
585;259;16;173;38;2;36;1
586;67;31;256;19;2;10;1
587;10;32;108;9;1;30;2
588;272;53;291;7;1;15;3
589;34;19;299;12;2;41;3
590;205;87;257;8;1;38;2
591;213;95;360;23;1;8;3
592;188;66;268;20;2;27;1
593;234;93;354;39;2;13;2
594;237;91;153;45;1;28;2
595;175;26;250;10;2;50;1
596;45;12;164;19;3;15;1
597;145;30;191;11;2;47;1
598;208;2;197;13;3;29;3
599;146;27;67;20;3;10;3
600;250;97;68;3;3;12;1
601;280;50;340;15;3;22;2
602;37;64;41;4;2;10;1
603;221;35;165;33;3;11;1
604;95;12;34;25;1;7;3
605;110;88;141;34;2;41;2
606;82;60;62;12;3;37;3
607;289;66;250;26;3;44;2
608;255;43;96;11;1;48;1
609;51;8;181;39;1;14;3
610;157;4;99;30;3;12;2
611;51;72;19;22;2;7;2
612;223;100;16;37;1;35;1
613;19;70;108;40;3;5;3
614;34;2;271;1;1;38;1
615;168;37;271;40;3;42;2
616;199;3;360;42;3;6;3
617;168;40;136;29;3;6;3
618;43;2;194;12;1;15;3
619;274;31;92;14;3;47;3
620;238;64;1;32;1;12;2
621;186;3;70;32;3;7;1
622;142;11;359;8;3;42;2
623;181;73;41;21;2;38;3
624;10;46;246;9;1;8;1
625;195;40;322;17;2;9;2
626;130;45;345;6;2;9;2
627;154;98;164;21;3;22;2
628;230;89;246;8;3;36;1
629;85;55;12;43;3;42;3
630;118;49;1;18;3;8;3
631;120;15;12;1;2;35;3
632;280;29;309;4;3;10;2
633;181;82;122;18;1;41;2
634;188;87;293;26;2;41;1
635;160;97;296;14;1;35;1
636;102;69;144;14;1;33;3
637;225;3;21;21;3;45;2
638;294;8;241;42;2;26;3
639;187;52;364;15;2;48;1
640;157;56;48;27;1;36;2
641;22;50;258;41;2;23;2
642;95;22;11;45;3;12;2
643;105;60;78;21;2;50;1
644;171;81;317;24;3;12;1
645;69;83;138;29;1;17;1
646;223;57;170;10;2;38;2
647;11;78;129;14;3;17;2
648;209;9;104;25;3;19;2
649;286;56;229;36;3;17;2
650;19;66;48;28;1;20;3
651;81;36;2;4;2;46;3
652;149;7;345;22;2;16;2
653;102;23;319;19;3;39;1
654;299;9;25;33;1;44;1
655;152;94;270;11;3;46;3
656;57;21;86;1;2;16;3
657;272;38;246;32;1;42;3
658;26;43;257;29;2;6;3
659;289;25;204;31;3;35;3
660;77;20;162;20;2;34;3
661;234;57;141;16;2;38;2
662;102;78;116;13;2;39;3
663;103;33;100;16;2;42;3
664;76;16;77;12;3;31;3
665;214;39;3;20;3;45;3
666;5;82;187;45;2;35;3
667;58;44;242;39;1;43;1
668;237;21;30;8;2;27;2
669;257;16;100;12;2;38;2
670;49;57;308;11;1;16;3
671;281;14;228;36;2;7;1
672;262;100;341;2;2;30;3
673;131;65;103;20;2;35;3
674;210;12;50;24;1;16;1
675;264;33;264;40;1;42;1
676;36;35;157;28;2;6;2
677;236;7;77;39;1;21;1
678;80;94;90;3;1;21;3
679;219;41;304;31;3;6;2
680;175;8;313;39;3;23;3
681;117;28;327;42;1;21;2
682;23;72;60;6;1;11;1
683;137;78;274;6;2;22;1
684;47;62;341;31;3;44;2
685;253;70;128;4;1;47;1
686;148;74;301;17;1;6;2
687;144;16;363;38;2;45;2
688;242;9;175;18;1;20;3
689;282;68;192;47;1;15;1
690;31;21;351;43;2;29;2
691;166;74;69;7;2;27;3
692;30;84;7;9;1;16;3
693;85;11;288;18;2;31;2
694;137;13;317;38;3;50;2
695;251;93;263;18;3;8;1
696;235;68;264;39;2;40;3
697;26;56;8;28;2;16;3
698;232;58;358;19;1;44;3
699;295;23;202;35;2;48;2
700;115;30;89;43;2;46;3
701;33;28;116;30;1;49;1
702;94;53;187;8;1;8;1
703;78;64;158;8;3;40;2
704;17;62;131;25;2;9;3
705;265;80;207;44;2;19;3
706;48;47;247;42;1;46;3
707;15;51;312;30;1;17;2
708;59;97;183;17;2;5;3
709;194;6;194;1;2;28;1
710;186;63;60;19;1;34;2
711;63;71;170;44;1;29;3
712;153;53;189;12;2;31;1
713;202;12;58;7;1;13;3
714;163;44;343;40;1;42;2
715;47;66;320;14;3;29;3
716;165;23;116;4;2;35;3
717;273;5;75;26;2;19;2
718;63;52;178;39;2;38;2
719;200;52;354;14;1;49;3
720;292;17;85;6;2;36;3
721;31;53;160;23;2;33;1
722;180;41;41;14;2;44;1
723;221;48;81;4;1;16;2
724;278;23;69;28;3;24;1
725;242;16;5;31;1;24;2
726;57;82;340;15;2;47;3
727;297;20;232;33;3;22;2
728;121;33;31;45;2;30;3
729;298;62;284;23;1;26;3
730;193;5;210;13;3;7;3
731;150;61;80;41;2;29;1
732;140;75;356;41;2;26;1
733;42;10;202;17;2;44;2
734;285;90;313;28;1;13;2
735;8;70;88;44;1;32;3
736;183;19;318;17;2;5;2
737;297;69;265;39;2;9;2
738;283;28;315;26;1;31;1
739;292;5;217;30;3;47;3
740;225;67;135;13;3;38;3
741;126;63;242;16;2;10;2
742;77;17;72;26;1;20;3
743;182;18;366;34;2;43;1
744;164;37;130;6;1;38;2
745;13;63;271;4;3;25;1
746;28;85;143;3;2;48;1
747;112;96;358;38;3;40;1
748;31;1;165;6;3;33;1
749;155;61;31;41;2;16;3
750;127;40;252;34;2;29;2
751;88;74;259;40;2;27;1
752;53;43;32;23;2;39;2
753;208;65;91;13;2;32;1
754;136;94;258;36;1;10;3
755;237;80;89;22;1;12;3
756;152;43;89;45;1;48;1
757;21;90;156;20;1;26;2
758;151;13;248;30;3;22;3
759;142;42;271;20;1;18;2
760;265;98;98;32;1;19;3
761;49;84;366;7;3;50;3
762;189;87;114;11;3;19;3
763;199;68;225;15;2;22;2
764;10;44;140;3;1;8;2
765;232;5;152;13;1;21;3
766;177;18;167;20;1;5;1
767;224;56;300;24;1;12;1
768;140;38;252;11;1;6;1
769;85;48;277;20;2;9;1
770;18;83;23;27;1;33;2
771;178;21;228;24;2;9;2
772;259;8;309;44;1;32;3
773;130;80;182;34;1;36;2
774;44;11;75;19;2;43;2
775;194;40;229;10;3;23;3
776;200;94;265;33;2;18;2
777;64;26;101;35;2;43;2
778;186;71;40;13;3;33;1
779;136;45;315;9;1;40;2
780;261;17;258;42;2;8;1
781;253;39;264;14;2;37;1
782;124;85;168;35;2;14;2
783;198;11;77;36;3;40;3
784;88;72;147;7;3;9;3
785;290;19;225;20;3;17;3
786;93;94;154;5;2;26;1
787;247;35;197;5;3;10;2
788;224;14;365;31;3;22;3
789;147;72;352;33;3;5;1
790;262;37;61;6;2;45;2
791;164;98;76;12;2;42;2
792;266;91;187;43;1;8;1
793;232;41;274;5;1;11;1
794;4;44;311;8;2;12;1
795;218;39;326;25;2;31;2
796;213;44;222;6;2;48;2
797;14;26;158;24;2;49;1
798;236;35;103;28;2;14;2
799;2;6;325;22;1;6;3
800;283;73;296;10;2;50;1
801;73;82;179;4;1;42;2
802;88;66;285;43;3;24;2
803;203;57;124;33;3;42;3
804;232;47;89;4;1;44;3
805;210;82;189;35;1;44;1
806;233;100;346;15;3;17;2
807;187;6;365;6;3;17;3
808;216;93;90;4;2;19;1
809;100;47;270;30;2;43;3
810;83;58;118;14;2;19;3
811;16;72;191;16;2;28;1
812;168;9;170;5;3;36;1
813;83;13;338;15;2;19;1
814;145;89;77;28;3;40;2
815;42;51;154;16;1;12;2
816;177;78;108;5;3;19;2
817;38;75;11;1;2;6;2
818;176;83;30;43;3;48;1
819;231;14;37;28;1;44;1
820;210;71;285;13;1;11;3
821;58;20;50;10;2;29;3
822;87;84;128;33;2;34;2
823;14;33;243;23;2;27;1
824;288;77;115;23;3;23;2
825;138;50;148;14;2;11;2
826;100;96;177;14;1;34;3
827;81;49;145;15;2;25;2
828;233;94;287;17;2;36;1
829;59;54;71;18;1;47;2
830;28;92;253;3;3;32;3
831;143;63;46;20;3;42;2
832;226;70;359;37;3;41;2
833;92;79;210;1;3;10;2
834;56;58;240;13;2;16;2
835;249;3;303;25;2;49;1
836;254;75;146;30;3;32;1
837;285;12;283;34;1;25;1
838;42;42;22;9;3;28;2
839;122;89;78;38;2;6;3
840;137;45;293;14;2;22;3
841;4;63;155;31;1;46;1
842;147;76;326;8;2;7;3
843;52;21;62;21;1;14;3
844;153;28;49;6;3;24;3
845;122;24;210;28;3;21;1
846;285;2;274;45;3;25;1
847;58;39;90;46;2;5;1
848;217;26;241;38;3;9;3
849;103;42;297;1;2;38;3
850;136;32;238;21;1;31;1
851;118;49;228;21;2;44;1
852;165;12;158;25;1;28;3
853;1;14;15;15;2;35;1
854;79;89;24;35;2;33;3
855;116;100;67;47;2;21;1
856;165;61;162;4;1;24;3
857;93;23;249;8;3;9;1
858;118;36;54;3;2;11;2
859;60;58;254;36;2;33;1
860;42;26;29;32;2;11;3
861;198;42;139;19;3;6;3
862;25;91;160;36;1;17;3
863;271;24;58;2;3;10;3
864;1;60;267;40;2;23;2
865;257;93;180;21;2;18;2
866;15;66;174;3;2;20;1
867;143;83;324;6;3;12;2
868;178;48;245;28;2;39;2
869;183;35;329;30;2;20;1
870;227;96;33;19;3;7;3
871;137;72;303;7;3;37;2
872;154;99;199;11;2;36;2
873;96;9;351;11;3;19;2
874;285;33;119;12;2;15;2
875;39;16;77;47;1;20;1
